CD117 PE-A,CD45 APC-A750-A,cell_type
0.5451409407032246,0.4924301606470238,
0.5893749734375081,0.495211644667244,
0.6912980005047766,0.67938851308265,
0.3671350104227102,0.8881946275057548,
0.6888968669895977,0.8437710069290483,
0.6063812157322804,0.6893704000993399,
0.5921087495199193,0.5250234215232948,
0.7532697087584949,0.7668495984004244,
0.7272818816110301,0.8662168172907523,
0.5000647458841866,0.400145360141661,
0.6077424790428583,0.6850758571663542,
0.738707648587863,0.8906378949128811,
0.7560143938337645,0.5255727183522446,
0.7207126582723563,0.8771622586592622,
0.8042078129884647,0.8229506145076395,
0.7172064993316589,0.7432324445690058,
0.5066384013864069,0.40957984263995667,
0.6299361096150995,0.8148690307926618,
0.7346784076118349,0.8890043628603749,
0.7073526879862457,0.8380503041728767,
0.7044207291170222,0.8777472776748153,
0.7336514793737466,0.8688531903287372,
0.5268625591211166,0.4974776732665276,
0.4657715654543657,0.4801703906604084,
0.788014519243021,0.8815782664518592,
0.6032158305150244,0.7838266339884161,
0.6759767189205466,0.8387855312777321,
0.5637695141414117,0.285825865396481,
0.5235532816287467,0.862540504586255,
0.6320175490223654,0.8311671613533115,
0.6161577105825866,0.8298479022197591,
0.45662450376534297,0.48476735707304935,
0.7360604588703987,0.8988782813550091,
0.5754819881046556,0.5780974168676207,
0.8018650486181952,0.6108192907552418,
0.6489553269263453,0.739321975401828,
0.6762834288828605,0.7147404897940555,
0.5451738200916755,0.5354720130983376,
0.6227274351259545,0.7291647079364421,
0.7445702176179495,0.9002749438056152,
0.7299014380901778,0.7888964881468203,
0.6621350242789691,0.7553197319816997,
0.6943549607611185,0.7805761466774922,
0.7975375172368623,0.8684580297732515,
0.6501670253573212,0.5411948771932366,
0.5544660657476401,0.871976554361801,
0.7831943309509539,0.9089607513276157,
0.6175749619212616,0.5744122391499925,
0.6526676715577993,0.7651003727971233,
0.5689321608287358,0.7579316925598203,
0.8124011800684338,0.8889699009155438,
0.6711483630005758,0.7401982982437182,
0.7415230284125002,0.830002398560133,
0.7799996333238103,0.8795633368639644,
0.5633550876349763,0.4662822154393945,
0.5178635857165782,0.893077502106987,
0.49138532811489155,0.33312972927993756,
0.7880281418769417,0.7503996982855111,
0.5139081388243663,0.6279720923905782,
0.46911132461243316,0.4662822154393945,
0.6358837949420009,0.7918853879500994,
0.768792844969337,0.8172948812733207,
0.6500670451566599,0.7879491007623243,
0.7733494082238822,0.7161273811916393,
0.5259778257799286,0.4979373033583077,
0.6548287438339239,0.7376001320716671,
0.6621286920069077,0.7452507625429428,
0.7972938547258804,0.91937180845371,
0.6592603335626058,0.8017837741464322,
0.4832728490705563,0.5103289117046889,
0.7132967638659032,0.8990212956438451,
0.6989335604462615,0.8489578176761928,
0.7670826900104254,0.8671680553114864,
0.6330199206927376,0.6594935392215732,
0.6498189833998737,0.518404946673033,
0.7152800345942153,0.8810674029054862,
0.5207344934073406,0.4566987946183834,
0.6557166770518106,0.7548298431261082,
0.689413248764831,0.855874609163136,
0.5624759848647443,0.1317721684373518,
0.7080967007551571,0.8654812123166692,
0.4474799426497751,0.17975367640278614,
0.49613136581383677,0.45745738958887416,
0.524159858377294,0.8631532625437142,
