CD45 APC-A750-A,CD34 ECD-A,cell_type
0.4080319581639405,0.4552187017527423,
0.4996927018239949,0.46948864631731424,
0.6839759687291782,0.6536841692672825,
0.8897943898607859,0.40945220186329545,
0.8460064027450425,0.6528198199471589,
0.6938150303455743,0.5976993739446868,
0.5318196034313476,0.5386861788526639,
0.7701856208760759,0.6671771026150087,
0.44894536959868825,0.47567202304182726,
0.8681310481962977,0.761416301709781,
0.40872835441043354,0.522349294274194,
0.6895819356951085,0.5703738456364297,
0.8922026978814892,0.6398889767605486,
0.5323610406702877,0.7062576234529058,
0.8789198771885871,0.6564109597541703,
0.8254839180115175,0.7444070148806693,H
0.7469063920726734,0.6441773887751201,
0.41802784402240123,0.47639909168373784,
0.8175179692889184,0.5820926063117543,
0.890592539151973,0.6303902780298043,
0.8403675544177727,0.6531593472217144,
0.8588705741684327,0.4427297843981555,
0.8794965254847625,0.6293209923992924,
0.8707296988042608,0.6529897949657286,
0.5046679923266623,0.4954736831226331,
0.4876083502280024,0.43709270250992854,
0.46042534141838076,0.5126347972212904,
0.8832726987239541,0.6958105102329165,
0.7869197412818378,0.5752864289191633,
0.8410922615572766,0.5971987871675188,
0.2960445952301874,0.5099204617246611,
0.8645073378537331,0.2152122474241264,
0.8335828987506706,0.5774698522727099,
0.8322825161795884,0.6023495258004692,
0.4921395411447953,0.4026604529215092,
0.9003251771092594,0.6618771193050321,
0.5841341918000622,0.574924277283323,
0.6163878661650335,0.6980492359369203,
0.7430518756850857,0.6011848819316675,
0.7188221132050017,0.6092309380042039,
0.5421186917840322,0.5237293961947785,
0.7330399430435871,0.5932771463931397,
0.9017018554753683,0.6499399090827004,
0.7919170536504588,0.6284141077081942,
0.7588207290542217,0.6167605731132698,
0.7837157634285501,0.6464130110097341,
0.870340192386557,0.7355996873362785,
0.5477596705246074,0.5794746820310449,
0.8738083723176322,0.4634906279454452,
0.9102633824946813,0.6938902854493246,
0.5805017432890253,0.526287607619326,
0.45327926708439586,0.3418011208061617,
0.7684614239919515,0.6082153786569109,
0.8905585703043948,0.7035572257695999,
0.7439156596993504,0.629177370322809,
0.8324348019157327,0.6869404028667128,
0.8812865996692514,0.6812546132272391,
0.47391889336374543,0.4012548391662993,
0.8946073980611723,0.45803413324823694,
0.34267161381542577,0.4055655972161961,
0.753971093448188,0.6920527954307266,
0.633295237677225,0.4823856467355914,
0.794863186909684,0.5785393979134932,
0.8199091095924963,0.6896499405192462,
0.7909832219175342,0.6058181772009453,
0.7201891603267795,0.6668180819878813,
0.505121045821078,0.4303318602084757,
0.7413546692760262,0.6224570387304416,
0.7488958310308426,0.601787181721002,
0.920525473458463,0.7038608692783944,
0.8046199424736133,0.6337953967564569,
0.517335349373346,0.44360015700932115,
0.9004661450843057,0.6723453252694009,
0.8511189982340932,0.6134311449630027,
0.8690686754687977,0.6556691815252953,
0.6643656612443877,0.500401560997977,
0.5252958287433138,0.5969202762315102,
0.882769144846623,0.6265077107159274,
0.46447259650663564,0.3804978541628935,
0.7583378497522129,0.6023544804156792,
0.8579368211080658,0.5896913408994824,
0.14419516895636236,0.5459404306333613,
0.8674059685942915,0.6508753663521136,
0.19149013558242883,0.28351044392574704,
0.46522033715367633,0.3562383772762849,
0.8651113281903596,0.511667044199034,
0.8008984114511992,0.5795993441596731,
0.8964341909398882,0.6926273220953304,
0.8457421453390183,0.4034901179305761,
0.7445833349029704,0.590261801783464,
0.9269095413551894,0.721436684423597,
0.8299898159106889,0.6055869876308326,
0.48178138120397973,0.5020616600354921,
0.77223724992318,0.609490294479535,
0.3956666288416766,0.45023604005384604,
0.4390958961359166,0.49774115911761724,
0.873521709684285,0.42697493103171674,
0.8496255801694281,0.32914543145678016,
0.5630432193360384,0.4789299055184859,
0.9221688611542278,0.6999544568045039,
0.7534922409822898,0.6992714925374449,
0.741219875465032,0.6292241617615029,
0.8659433330465476,0.6927945351908786,
0.8979944768661835,0.6667333338148524,
0.49901581189001637,0.48027984768880067,
0.8488273585283932,0.592152613667676,
0.8965384126616767,0.5006443563182755,
0.867865857560673,0.6301665608026678,
0.7481179184838299,0.5905452555969865,
0.4507619259751961,0.47493711614200135,
0.7589215276304705,0.57890386933474,
0.8153571304506885,0.6248499722272838,
0.7709963670901849,0.6203358121907389,
0.5624928386922652,0.5397124395355936,
0.8680144349144557,0.6132835500431417,
0.45625318226552836,0.3620323506108403,
0.5071507465605741,0.337837994703131,
0.8831170852949412,0.6768009063061121,
0.42425830693917194,0.5109889179197281,
0.5119797285999687,0.4774289154094493,
0.4756366374178902,0.47045610197612475,
0.8044184511537512,0.5762670981981936,
0.7914884219822537,0.6183701467603133,
0.8771920062143179,0.43753898535698493,
0.8773916969102686,0.6015168100532295,
0.8752934898804389,0.6024139258594126,
0.8399738337207654,0.5928739930885037,
0.47612704174959264,0.2845673610101613,
0.4892367705332772,0.5104377030122856,
0.8249488815971336,0.6483735759003909,
0.7972449038327183,0.5851005381075025,
0.34129721134246815,0.4514256140717159,
0.45750735265695813,0.4706274261501432,
0.3347256227016812,0.5127640314603806,
0.4401443715060959,0.41706978126935246,
0.5131998439816251,0.4823568431812481,
0.5548990622049159,0.5442182982982087,
0.9186377465339319,0.6641925990977673,
0.6467154019525221,0.6730762514803225,
0.9085734045086066,0.6944714132278734,
0.9115197662652987,0.7275542928439196,
0.5232137627055282,0.5459290953802983,
0.8437020632054194,0.5975453284283885,
0.8601680547747813,0.6055728054264615,
0.8881206472209606,0.45174236663510076,
0.5295127902626774,0.43002213750383694,
0.8371605527824499,0.6544800493027606,
0.8856036291390854,0.6304657850051103,
0.8232460715259139,0.7526217957908056,H
0.43882714833738823,0.44278128694051083,
0.8510621858435455,0.6160832614770991,
0.8654252644546144,0.6376436008839202,
0.7080977505671626,0.6687313220311227,
0.5519854371670009,0.5586746803231855,
0.8754502391598806,0.6335888638075384,
0.7865371653450312,0.7646082474109211,H
0.6157432818246776,0.5740141379063577,
0.7078189114965746,0.6157217020640807,
0.8884825902311695,0.617996913782284,
0.804981807993214,0.7802611993885921,H
0.8780915750380643,0.5039346968102386,
0.8984808863901348,0.6450333021721297,
0.4994989325110998,0.5114417488877323,
0.759501784371448,0.6268545435776212,
0.44632790413855433,0.4682596947276899,
0.629845666647516,0.5816710359908921,
0.5830648642460556,0.5409190156223164,
0.8173710136827852,0.5617817844042895,
0.7886254729897615,0.6130255427527491,
0.882380733620269,0.6456006289263196,
0.6274412459415338,0.7372334440495846,
0.6018020510834539,0.5563791821965376,
0.5436245601827772,0.5688274699916741,
0.7154974931522928,0.5264386933417894,
0.7403530053913598,0.5551423758163841,
0.8893266795502273,0.644391708999751,
0.5644991182297427,0.5460537072518126,
0.46196250444327025,0.32165936714204285,
0.6097051332577599,0.6811595341039947,
0.9177312895745043,0.6973271298054866,
0.8971973643355148,0.43737197307752834,
0.8790251524853279,0.0,
0.4506479566148485,0.4962065737042215,
0.45070496406577826,0.522748743752351,
0.8469641982003376,0.5473430365541097,
0.8631427687153478,0.6517597624513262,
0.8645554640413101,0.6133088737050754,
0.8721781909289534,0.6740889844343533,
0.4822039446178851,0.49686183735426204,
0.8562110037259812,0.4514256140717159,
0.5870115872955837,0.6677187547696314,
