CD45 APC-A750-A,CD117 PE-A,cell_type
0.7498454086735866,0.6644540526364036,
0.7200919957480482,0.6470887160086768,
0.7733613152459288,0.5070847497408115,
0.7955760230912519,0.5593423774093578,
0.8204717018270278,0.5570805853475255,
0.46348552579795566,0.3622127893048373,
0.7590625260282549,0.6373882462745315,
0.7635367342486524,0.510383712824984,
0.7850349842651646,0.5293726229928062,
0.6078663237718683,0.5000560532901688,
0.8332599370030515,0.43000164746664765,
0.815790913916829,0.5979445858606083,
0.5412603008972245,0.36522099827855686,
0.8300207137648541,0.5588907463060037,
0.8416947489426055,0.1602211568704314,
0.7820955845448149,0.6595161725015346,
0.8578704953728516,0.6445685525313315,
0.8803304738447806,0.6016607471564549,
0.43722217837056415,0.313169570775302,
0.4737200412494691,0.44292484414631755,
0.8008902972499432,0.5498828619198955,
0.7891610537715938,0.6002650930666021,
0.6552167680509184,0.5889582877817661,
0.6327318393446655,0.4894116451737051,
0.8017034169136011,0.6017899081516656,
0.8430861174291333,0.4714504570781547,
0.6280423161599081,0.583763539414148,
0.7894341939529227,0.5418677108481366,
0.6416344962914279,0.5199514711477419,
0.728331031094377,0.6300977927484868,
0.7592726577594024,0.477185597425496,
0.6305679198126061,0.4319702959448388,
0.7923564760216073,0.5291632704947224,
0.8203573707915297,0.6068315273004399,
0.7605652889056949,0.5682954180651395,
0.7629701241598212,0.5133504968081123,
0.8687124680703929,0.48177426715426014,
0.8783627356550706,0.44444604328542664,
0.8285349540843452,0.5804654436284399,
0.7879236198118617,0.711894377114643,G
0.6544815819143338,0.52265387278613,
0.7862895507959738,0.5450977202031659,
0.8061358982202252,0.5736953230671809,
0.5272995342535651,0.39396606743864515,
0.2453638026780602,0.3159782654218986,
0.8231749764861492,0.5868043240912071,
0.8725057502710588,0.616524133893064,
0.7919545275636979,0.5464440476683045,
0.5768289395502073,0.4540920207182835,
0.6131928208401489,0.490305889254823,
0.6433488654514636,0.5323603316448797,
0.802680903091551,0.5925802699313761,
0.7555556435971524,0.5003665553131496,
0.5362549147355784,0.41566008227337636,
0.8100413500794235,0.49221138406168125,
0.78832365118273,0.5633207944970319,
0.8373185568618984,0.4624547196309414,
0.7605417788818521,0.5332041554834083,
0.45808856256616765,0.377901220361232,
0.8045592718817915,0.5628683019509919,
0.5925940707018654,0.5715383390954183,
0.5634091611056679,0.41822815096897265,
0.8290238436162973,0.5365044918320923,
0.7802479752133222,0.7821012549283526,G
0.6990425403277886,0.6550124980452026,
0.47042266449971404,0.34103409095947373,
0.828172087303465,0.6093347809296649,
0.7800971424666806,0.5297613297883688,
0.4156073537283624,0.3401897184215887,
0.7817591370885391,0.5168620576420005,
0.8149066476168857,0.6285086693865402,
0.7701931006760973,0.5407878515771481,
0.8060002183731221,0.6475623126601318,
0.7954420961845099,0.5634655471373985,
0.8247320139881511,0.5855815386376488,
0.34322933407518247,0.30204140452758915,
0.763456124584218,0.5320117015596659,
0.5094733422979492,0.44711138866746536,
0.801400044953694,0.5797965457029829,
0.38860407919684675,0.33906128510750133,
0.785388971454898,0.5722761654963441,
0.6967133317774088,0.5145573504597938,
0.8052697034109698,0.5145420944761098,
0.7938998261777754,0.5451861108147311,
0.8641787185520845,0.48206143778836785,
0.8672666897816159,0.6252749978263319,
0.8028864752493812,0.6185038193451778,
0.7838033819714534,0.5465386184065294,
0.9283360937245435,0.8077562398319202,
0.6406781827135544,0.4775807592220212,
0.786071072762862,0.5211439530703422,
0.8154361813390565,0.5985536936253051,
0.43463911460848037,0.4136715220336203,
0.6488258894466473,0.5331437459675309,
0.7920140733078991,0.5087389781964191,
0.7939196090879961,0.5535336452418801,
0.8126079687588461,0.5063905147499118,
0.8787999492957573,0.6856207334323365,
0.7835558977645629,0.5143625757302018,
0.6367235049574262,0.54087565696137,
0.41303666800469874,0.444611255684864,
0.7108050657861095,0.5720946677946543,
0.75025982785423,0.6619310966737892,
0.6065013719601539,0.42448549850054407,
0.5870740169715981,0.44155527898242647,
0.8912426578060342,0.6500266322821294,
0.7576953892099206,0.5224053510960838,
0.7987289249720607,0.5398933172985739,
0.7945108311851194,0.5440478218950451,
0.8143826567381106,0.5401040505271457,
0.7945288084420379,0.6083593645683197,
0.6192270140208224,0.4675174234367354,
0.7117719425855425,0.6409372496672604,
0.8538653510808546,0.4405389832674414,
0.7781180044530526,0.5461108757414607,
0.7710516931267285,0.6197743890747045,
0.45259367697074504,0.38266557713553206,
0.8162640378180055,0.5809298582186773,
0.7647419077617235,0.5492755075261697,
0.6088120333414168,0.47593253403700103,
0.638253276609633,0.5332886461210451,
0.8821029565557411,0.4455772639288543,
0.7704162530871155,0.6507194334167362,
0.7987919950782233,0.452571509302099,
0.889677185102665,0.6059862153068316,
0.8597931823435688,0.667146091702922,
0.6829671834404131,0.6728318968777051,G
0.765924213280021,0.5183490056918604,
0.6360156371288006,0.6417194670789776,
0.8435989146226736,0.42705164882534963,
0.7768459326708436,0.5567239155310744,
0.8551159985582817,0.499163496465301,
0.7537283897681789,0.6049588806430263,
0.3140896419247682,0.31643691352733233,
0.903411808471171,0.5158738942055211,
0.42046406639284134,0.328430670294269,
0.47811803406712455,0.38648008945084794,
0.8251068083722747,0.6187727783435525,
0.8015239979075987,0.5325888623396959,
0.7064352926772083,0.5662688746594153,
0.772342425008969,0.5518427522262694,
0.8065191541565508,0.5715682004736452,
0.6866479556867949,0.8486591495203568,
0.8454520552039594,0.5734933517677845,
0.7924072437800144,0.5377975780485582,
0.3981007397727977,0.38484819045985164,
0.47804924473983085,0.3465503092269267,
0.5987643503965033,0.4324095591244378,
0.7982980086255252,0.5394841347113131,
0.7992207893997252,0.5536949393167775,
0.6511405019234697,0.5611067363797074,
0.7807623604916917,0.5205835515968319,
0.8097098944955756,0.5177098956155022,
0.7642165231497424,0.5406532058846307,
0.8717831654006107,0.6552919521190538,
0.5465327598088946,0.3986363642277246,
0.749538385796126,0.4912260054145854,
0.7597378511237353,0.537817526659571,
0.7374311750645982,0.5583308490602648,
0.8072245577089373,0.6083699534324796,
0.8682377162608076,0.6729319832660152,
0.6191475536760719,0.46450280618899575,
0.7931741292299361,0.5422648759356781,
0.7835801471034644,0.48563775744548726,
0.8670857880627186,0.6636256314261734,
0.8015294865551592,0.5352578050676353,
0.8331027734485064,0.6350776815765544,
0.8341488913015169,0.4296595508233262,
0.6774831276550014,0.46371296765485914,
0.6938708874287646,0.3578718312800858,
0.5148906233981899,0.46460276534907646,
0.641091373922632,0.4741799381840187,
0.580179556431291,0.33064255740652854,
0.7901477672497331,0.5533321491967128,
0.40630333684828185,0.38076935450216604,
0.837832169018123,0.6206365657989116,
0.8120751242768441,0.5978117221413404,
0.793469349297956,0.5633207944970319,
0.347798370552479,0.41915447972514447,
0.8851355465731103,0.5991581913864757,
0.8060892567852945,0.56330009408608,
0.8534846687730533,0.5155844587387025,
0.800787461977914,0.5999754303390087,
0.7473582356961576,0.5155995166581983,
0.6496883507504287,0.5322504009048303,
