SSC-A,CD45 APC-A750-A,cell_type
0.23043307299522048,0.8373185568618984,Lym
0.4700010386386706,0.7605417788818521,Gra
0.2765720756993511,0.45808856256616765,F
0.5247213207251937,0.8045592718817915,Gra
0.7943980409306888,0.5925940707018654,
0.34674416245103895,0.5634091611056679,F
0.526528261918855,0.8290238436162973,Gra
0.418013835033289,0.7802479752133222,Gra
0.4120306328777562,0.6990425403277886,
0.35885764787491126,0.47042266449971404,F
0.5453976062237165,0.828172087303465,Gra
0.4876668691072332,0.7800971424666806,Gra
0.37751387667793335,0.4156073537283624,F
0.4905456917768119,0.7817591370885391,Gra
0.4178578757999518,0.8149066476168857,
0.5201302880462563,0.7701931006760973,Gra
0.5234864726810085,0.8060002183731221,Gra
0.5152668873212386,0.7954420961845099,Gra
0.4107269193439634,0.8247320139881511,
0.36686026062478927,0.34322933407518247,F
0.4667391577014426,0.763456124584218,Gra
0.1118152161426798,0.5094733422979492,F
0.47154021595918133,0.801400044953694,Gra
0.33058157312779357,0.38860407919684675,F
0.5232785962709089,0.785388971454898,Gra
0.4059017204993182,0.6967133317774088,
0.5337006394584735,0.8052697034109698,Gra
0.5229951746176218,0.7938998261777754,Gra
0.3945880841139077,0.8641787185520845,Lym
0.5173869280041645,0.8672666897816159,Mono
0.4745474233220793,0.8028864752493812,Gra
0.46562477324445156,0.7838033819714534,Gra
0.6383683917205121,0.9283360937245435,C
0.46979403609111614,0.6406781827135544,
0.47020581067587086,0.786071072762862,Gra
0.5090406778844645,0.8154361813390565,Gra
0.6417554988533892,0.1974085029326492,
0.2007541367213239,0.43463911460848037,F
0.44369328161482746,0.6488258894466473,
0.4470567174050349,0.7920140733078991,Gra
0.6204931757449884,0.4685701457265627,
0.4850997633802422,0.7939196090879961,Gra
0.5428642521661556,0.8126079687588461,Gra
0.5398408441972214,0.8787999492957573,
0.4903446704604481,0.7835558977645629,Gra
0.525750832429179,0.6367235049574262,
0.651354307290512,0.41303666800469874,
0.49405124728204564,0.7108050657861095,Gra
0.2530865057427885,0.75025982785423,
0.3743932982274867,0.6065013719601539,
0.3503628065015112,0.5870740169715981,
0.6534206817818645,0.8912426578060342,C
0.4735547666220469,0.7576953892099206,Gra
0.4783892787688856,0.7987289249720607,Gra
0.48157312855524664,0.7945108311851194,Gra
0.5044995730281739,0.8143826567381106,Gra
0.3635893969326619,0.7945288084420379,
0.2755492932685604,0.6192270140208224,F
0.29062937456021404,0.7117719425855425,
0.3030824491403038,0.8538653510808546,Lym
0.5416036437942122,0.7781180044530526,Gra
0.19512988499557105,0.7710516931267285,
0.24417558080128404,0.45259367697074504,F
0.5508746801419419,0.8162640378180055,Gra
0.5101924765588056,0.7647419077617235,Gra
0.6517095624837724,0.6088120333414168,
0.37750176774680755,0.638253276609633,
0.3469656353603192,0.8821029565557411,Lym
0.5818989726564106,0.7704162530871155,Gra
0.3141710864746732,0.7987919950782233,
0.5125106420100213,0.889677185102665,Mono
0.6578650047044476,0.8597931823435688,C
0.35999651839901414,0.28603644473090994,
0.2708623450279722,0.6829671834404131,
0.2740803550349647,0.8148201169287919,Lym
0.4937535129393124,0.765924213280021,Gra
0.3686646849174528,0.6360156371288006,
0.348753781303801,0.8435989146226736,Lym
0.43546404186363113,0.7768459326708436,Gra
0.3293038576561945,0.8551159985582817,Lym
0.27200459447950937,0.7537283897681789,
0.3980799195860777,0.3140896419247682,
0.39342365867014223,0.903411808471171,Lym
0.42382040299843154,0.42046406639284134,
0.4107303982594648,0.47811803406712455,
0.5602488782832885,0.8251068083722747,Gra
0.4820129556262935,0.8015239979075987,Gra
0.24552627696172294,0.7064352926772083,
0.5147717929852188,0.772342425008969,Gra
0.4860152321185371,0.8065191541565508,Gra
0.6254579443953195,0.6866479556867949,
0.3604586702567454,0.8454520552039594,Lym
0.48732836502752486,0.7924072437800144,Gra
0.6633659542421498,0.3981007397727977,
0.22134125734916035,0.47804924473983085,F
0.33270511759794313,0.5987643503965033,F
0.48640409871934165,0.7982980086255252,Gra
0.624747021644546,0.7992207893997252,
0.5237947076980439,0.6511405019234697,
0.5021456062977435,0.7807623604916917,Gra
0.5782551094840086,0.8097098944955756,Gra
0.45714447242406053,0.7642165231497424,Gra
0.5722727019634387,0.8717831654006107,
0.3073221527612993,0.5465327598088946,F
0.46142371915268027,0.749538385796126,Gra
0.5698189466607506,0.7597378511237353,Gra
0.4989396852646979,0.7374311750645982,Gra
0.5150644712713355,0.8072245577089373,Gra
0.5245283239784743,0.8682377162608076,Mono
0.2709378192061645,0.6191475536760719,F
0.3302675056819982,0.12959078560975293,
0.5171735282282429,0.7931741292299361,Gra
0.4626299882017297,0.7835801471034644,Gra
0.6163587101983685,0.8670857880627186,C
0.5036900463564724,0.8015294865551592,Gra
0.5726742442742965,0.8331027734485064,Gra
0.29789981405295335,0.8341488913015169,Lym
0.3407491343027291,0.6774831276550014,
0.3759636817009672,0.6938708874287646,
0.38102587307880775,0.5148906233981899,F
0.4767317110850715,0.641091373922632,
0.23880641998023105,0.580179556431291,F
0.49370503140601635,0.7901477672497331,Gra
0.5059805422343143,0.40630333684828185,
0.5249693594738227,0.837832169018123,Gra
0.6039752220909411,0.8120751242768441,Gra
0.5473514188931963,0.793469349297956,Gra
0.5502399620812052,0.347798370552479,
0.5539969488534727,0.8851355465731103,
0.535211339260368,0.8060892567852945,Gra
0.28710210038514467,0.8534846687730533,Lym
0.5185457692386986,0.800787461977914,Gra
0.47529885435791247,0.7473582356961576,Gra
0.5280229055676583,0.6496883507504287,
0.4307963907376795,0.7437275774866203,Gra
0.5211111373561969,0.7988498399539076,Gra
0.6795189206011031,0.6239498540244008,
0.4098118994594921,0.8143529141985694,
0.4924435220200257,0.7664399753451294,Gra
0.5251455860002042,0.39758496110337316,
0.5209470180882211,0.5900980851354817,
0.306754840479119,0.54626984949492,F
0.33312652380166075,0.8982644355609901,Lym
0.437618549852741,0.9127310588700353,
0.46970624035381975,0.7462456587898344,Gra
0.42689292528258543,0.9033760754822955,Lym
0.37591733255268445,0.6527251777734278,
0.4774279484874781,0.8047455876360348,Gra
0.533042521577886,0.8199630802365346,Gra
0.5265777884739108,0.7944544560714301,Gra
0.5585204371537169,0.6105208850111129,
0.4282689149610603,0.8851814101685355,Lym
0.43223813344163514,0.5095936526668677,
0.47646760973590874,0.7639863795826525,Gra
0.5049892364714905,0.6277051067958902,
0.5602199304892648,0.8342576927122289,Gra
0.3945467055126839,0.5937547424197385,
0.38451844567922083,0.5746990733029589,
0.42423897761479296,0.41907710052582486,
0.4966432408074589,0.7178204999842875,Gra
0.5034301730861536,0.7940781402955128,Gra
0.5427433986958268,0.7970920770600535,Gra
0.5307100597331871,0.8078256436322779,Gra
0.5322422431744169,0.8144075927360876,Gra
0.5325260912514194,0.37386061930832254,
0.5085632964604184,0.7899599017888622,Gra
0.4721531340087732,0.7856681157559666,Gra
0.5167067094238185,0.8076689300168751,Gra
0.5486744354828663,0.7554564759261398,Gra
0.5209817209236386,0.8757025987018796,Mono
0.3939778390144574,0.6984745847585986,
0.5384952322328693,0.8061756618836056,Gra
0.41170482121998725,0.87348395360593,Lym
0.3949854357965489,0.4888841549863004,
0.37169258673518407,0.6104341622661449,
0.2943360152081266,0.5129528828687557,F
0.43621822777115765,0.6089416281664518,
0.3669795924264922,0.8768064758913963,Lym
0.46019353231936894,0.6310114574248934,
0.4893731300306742,0.8005014790963112,Gra
0.4508107880344669,0.6671454864389783,
0.491712397168857,0.7803145888949389,Gra
0.4657118662823568,0.7902544086273248,Gra
0.6924795700322138,0.8085736150801616,
0.5378989225719579,0.8327728739914845,Gra
0.5126497663515184,0.7874352773872203,Gra
0.6049299363237545,0.6564795171228471,
0.5027195965923895,0.7865448545062634,Gra
0.5225476748704364,0.7967448367763232,Gra
0.3081172450366775,0.5924524456360603,F
0.49096792583142423,0.8039811837288253,Gra
0.5254710756677354,0.7982655904902374,Gra
0.3198642508584384,0.6399765638023341,
0.5814518859261738,0.869262459798666,
0.47694648024683656,0.743866770718801,Gra
0.4846702436770879,0.6333115196096577,
0.30991806162743646,0.1748535902595629,
0.4556936702443959,0.7707461881038641,Gra
0.5343984156754176,0.5810163012409982,
0.2704222080403772,0.8706653913159776,Lym
0.6299831356687102,0.8670578253978058,C
0.28377604622650815,0.5447726388743871,F
0.3905173111807059,0.652037550371829,
0.5379061325064399,0.7637565132375231,Gra
0.48692692932532994,0.799209780057907,Gra
0.5591184256993983,0.7400909694955092,Gra
0.5630517647612463,0.4192624066000388,
0.5129758275293634,0.7451228223561638,Gra
0.32730979230140983,0.8471916400049682,Lym
0.49758401069914493,0.8229825912161857,Gra
0.5784290108894099,0.8568929658312753,Gra
0.24137827850172708,0.7475103867437671,
0.5365856494802337,0.6470625135953745,
0.6385887651202576,0.8971974441706766,C
0.49443658255416584,0.46629533691242286,
0.4890512222655872,0.7742648352415731,Gra
0.47385933980500855,0.7575203783877126,Gra
0.3431839163173385,0.6603938567547506,
0.5140048039708027,0.6418778337294933,
0.527539448503513,0.784365780902061,Gra
0.31153052747163695,0.8710455676628539,Lym
0.4908425546565003,0.7943778241873083,Gra
0.43589597342900277,0.6025469896306939,
0.4647850288536296,0.7804958201352904,Gra
0.3678577203931062,0.8691110919405293,Lym
0.5440833180056152,0.8048846189178033,Gra
0.39011884448880274,0.6612077284447047,
0.4919404141175846,0.7612364530816197,Gra
0.5469233219105896,0.7904532257065948,Gra
0.565935614198653,0.8699070742782974,
0.4389236016617363,0.7981317134150497,Gra
0.4814814126410212,0.7955643523029691,Gra
0.4900482700466996,0.6186249160387192,
0.2118283573136186,0.4835462446738074,F
0.6482262839892794,0.8542288445397023,C
0.5371675383329738,0.8044260588780453,Gra
0.5757191569855071,0.824383974086748,Gra
0.490840776850967,0.8224997625086704,Gra
0.5696889146679155,0.7929133614900681,Gra
0.46634384733474454,0.7546288058637588,Gra
0.2612785485895541,0.4385848489155413,F
0.5328235354586288,0.829908203535768,Gra
0.47496907601355165,0.8366903173676957,Mono
0.45786639821037334,0.7578916701841814,Gra
0.5082758765179489,0.7975186228312219,Gra
0.5496173389016636,0.7748441717542441,Gra
0.6611794096543986,0.9133531912227106,C
0.4935721589355365,0.8390659169165392,Mono
0.49521515518416526,0.810773434124768,Gra
0.2988915079110812,0.8424342477444693,Lym
0.6011846551756184,0.8643164005455077,
0.6804406278537192,0.9568740977934287,C
0.5692148665443981,0.8375257936671054,Gra
0.5376594982745613,0.8527680275883288,Gra
0.3761663249711332,0.8510398435436158,Lym
0.2854483926023594,0.6926811151009584,
0.5437852756254389,0.6834263989723424,
0.4502747824235237,0.6483593591498926,
0.534476023776635,0.8466113683471013,Gra
0.677119732912741,0.6187663449927102,
0.46815471263063296,0.7674484681018712,Gra
0.2904731578490693,0.5611209392444187,F
0.5522298904177811,0.8216912477743471,Gra
0.30308345176916374,0.8588732143387673,Lym
0.2458534502941165,0.8473621454993765,Lym
0.3110179172139569,0.3895123265205149,F
0.7829744845375304,0.8476510935548474,
0.5066147557498011,0.8093656461472826,Gra
0.358676138623851,0.854266138042281,Lym
0.46956236151363057,0.7485660122421802,Gra
0.42816348454006575,0.7834757181254827,Gra
0.4885162474315312,0.7638123072515967,Gra
0.537954926703368,0.8075854397475734,Gra
0.35884323292839604,0.6757389391653768,
0.44811866662983546,0.6441086864248912,
0.4390723264922946,0.748518278188858,Gra
0.5274699802181182,0.8176179914903323,Gra
0.6854389213237982,0.9066967674433748,C
0.5968962395820759,0.8262470233016358,Gra
0.36523425822123756,0.7499774277436057,
0.4444754155793139,0.7627055234685153,Gra
0.6822027070996426,0.4529264703593489,
0.6500846930742248,0.8719896119027861,C
0.3898033710683784,0.5329642087460112,
0.621361786777025,0.8608079874995407,C
0.19839727103399518,0.5131775847777384,F
0.32032052847235654,0.8270007628715245,Lym
0.5474239488158494,0.8390897372981516,Gra
0.5145332825744218,0.819931043018852,Gra
0.19141912274233247,0.7396027343865748,
0.5160100236953721,0.7606000304529174,Gra
0.5378217783295524,0.5102121769118998,
0.3315511901287303,0.7296632012339812,
0.41314523476798454,0.42635109857381687,
0.6355089935541354,0.4855644977040929,
0.21895903083607884,0.5506410981464391,F
0.5586778988679716,0.8075390565876434,Gra
0.3829202703696368,0.8651243996271758,Lym
0.34528722523385674,0.6430158286447574,
0.4701584654363158,0.635327883054722,
0.30773395699861655,0.5869410237425471,F
0.46794766479335875,0.6576566503617343,
0.5022624028347817,0.7996327063801187,Gra
0.5483841612166896,0.8151137746664631,Gra
0.41276813125187983,0.5523372091678492,
0.45245219659560015,0.7279630583313635,Gra
0.5419802441142094,0.8017104867077911,Gra
0.5098106736140922,0.5391104026457292,
0.5006087852484599,0.8027458265708136,Gra
0.5483425991729952,0.5954110829926289,
0.3731024960750244,0.4896669435361732,F
0.6667791614882416,0.8921844599880835,C
0.581100742224714,0.8184499393380408,Gra
0.5298787414430287,0.7768320357257695,Gra
0.4281701251510632,0.7997893545571115,
0.559517603676546,0.7731246207861405,Gra
0.34976932267761296,0.7103901077177899,
0.22887516809780467,0.7366531022386278,
0.43307803101325565,0.7187516578157969,Gra
0.36301434830422713,0.6131940700864926,
0.29155954177491283,0.843731376133236,Lym
0.5787902241351173,0.8428755735216856,Gra
0.20503914733403047,0.751783108817589,
0.48772092229550146,0.5293487878783802,
0.510205959541632,0.8338159648125968,Gra
0.468179967910737,0.7535116979465064,Gra
0.5272943309928949,0.8082825103705964,Gra
0.4229611236622882,0.8046968276351957,
0.5186144926485682,0.6626982329290334,
0.2270859911182486,0.7594411535323636,
0.4606185051813409,0.31457084624027704,
0.3618543448197873,0.7055496280464597,
0.33784381888645654,0.835866471157323,Lym
0.6825518496414354,0.9292642604579825,C
0.5872873892760809,0.9213250182674692,
0.4582404854669792,0.7730496487302316,Gra
0.522956750710984,0.8701515379180121,Mono
0.25385708751100117,0.5355934479444591,F
0.45440292626233586,0.6841733211505617,Gra
0.21828251387960657,0.46970770262626754,F
0.38840470174867286,0.25103712924553767,
0.524100285053821,0.7713592407462063,Gra
0.4836129752942936,0.7716154566193859,Gra
0.6269417503490833,0.8676784017997023,C
0.48022145472737215,0.7629272591757362,Gra
0.26087259614796376,0.7105248523158549,
0.5281815960240748,0.8269375544318559,Gra
0.39053276674490933,0.8343505301210186,Lym
0.793214731838341,0.8438810267372637,
0.6739423024889417,0.5214982666710491,
0.5419616208264998,0.7375821490601404,Gra
0.5614063633177613,0.8165510984396915,Gra
0.4833803594518869,0.8051874671129998,Gra
0.3635086738603878,0.5924244232565907,
0.5139382045754874,0.6824030970455093,Gra
0.46881936530063056,0.7685751206117127,Gra
0.5141197542308868,0.792295729642997,Gra
0.38625947402441463,0.8182733406227822,
0.4245185610899117,0.670886670359253,
0.5547186528578042,0.8358295669554373,Gra
0.5172039047667545,0.8170227625593312,Gra
0.3784904291858958,0.33915446470736055,
0.523939031696725,0.7163604666923007,Gra
0.5344295167596094,0.8180655462926814,Gra
0.5228139327744786,0.7953403450778678,Gra
0.5551587262517111,0.7357436850869309,Gra
0.5174620904773924,0.8076793184512965,Gra
0.5181940139687858,0.7918333576218806,Gra
0.3076722385635026,0.6050037806257496,F
0.5042021295020679,0.8126178592721462,Gra
0.31432969266035476,0.5868575567637961,F
0.3744857421393825,0.8610592082082487,Lym
0.7263525905557243,0.9384937968283525,C
0.5852912119689954,0.8693606297436549,
0.5493123393822086,0.7579269593760246,Gra
0.4954227775784483,0.6523747821916903,
0.4499342235301496,0.723120711927079,Gra
0.5890053265271673,0.8617365751372489,
0.4247973414627994,0.8736406657045693,Lym
0.4638949737595126,0.7376416560099447,Gra
0.1957179842339236,0.6753680265171474,
0.5365320811836843,0.8046098424452552,Gra
0.26279627268381406,0.5217071852968971,F
0.4938353057718372,0.8207029257011874,Gra
0.46210550887643803,0.7684809772133304,Gra
0.2344912773431604,0.763947070135795,
0.5346573902022436,0.3976524428719991,
0.531373675847216,0.731384272115136,Gra
0.527569799735741,0.7486049877202603,Gra
0.47078590980642954,0.7262848601785937,Gra
0.42365939326641777,0.5389078534685423,
0.20855968360830981,0.42099198600872506,F
0.3785599901974161,0.6928990834168159,
0.5026077994532696,0.7865150811870653,Gra
0.5326612900660115,0.7479541259697987,Gra
0.5954107889670182,0.8654844587867617,
0.5575465815411386,0.45690989597890946,
0.465510819570608,0.5914852136660076,
0.29053825499606295,0.755274455703839,
0.5345465034136576,0.6624788382829122,
0.34352969986242227,0.6424405726318569,
0.5279288957261257,0.8178546911002413,Gra
0.5040082615828434,0.8025661493669314,Gra
0.5727591786014053,0.8383057115737964,Gra
0.4750047884445016,0.7770791555356844,Gra
0.381135633081706,0.3650719762533378,
0.5105444251167076,0.7918071068752434,Gra
0.5480511293567524,0.8123656246560607,Gra
0.27048424224906503,0.7106488812071989,
0.6955144318055184,0.8344948931607321,
0.513122672824088,0.7987319279789132,Gra
0.5034479682536922,0.7913161679468896,Gra
0.42691750862142347,0.8361084071051172,Mono
0.6895184760004781,0.3896876566770958,
0.2712914261831248,0.8039846538308565,Lym
0.5060508858400723,0.7995535341946172,Gra
0.5081329853337972,0.7881837812017681,Gra
0.4440359944736308,0.6505779979938575,
0.5979033037600703,0.6924693927557303,
0.6058979783648563,0.41349253068358105,
0.406557713455353,0.593265578058257,
0.5235871264885621,0.7796300886642576,Gra
0.33155339631936515,0.8719897270357736,Lym
0.5164339150524437,0.7870107994180389,Gra
0.3896832726299016,0.37876867133381226,
0.47936663524126283,0.8037616660093447,Gra
0.18919074573224534,0.72976387256345,
0.4073662165025183,0.367503036519133,
0.7401057817896383,0.48225651724297147,
0.4644897818380722,0.6920692802483476,Gra
0.6909805955728293,0.5239633207095521,
0.5306176852377735,0.8837024815735769,Mono
0.47024543706077515,0.6957249220710032,Gra
0.5000953703661449,0.7906157108143171,Gra
0.6034319324707345,0.8908776909894189,C
0.28503892991451696,0.5671883662839742,F
0.30672022765606327,0.7229511199082969,
0.4647418351317675,0.7699704985548299,Gra
0.36279387601669505,0.4470911502245711,F
0.36201311782190926,0.7616580802535247,
0.4068170539958241,0.7569939582536621,Gra
0.3531487982795715,0.6499708416676109,
0.5483279958402522,0.8352611863892471,Gra
0.3071703625021157,0.6000392275542148,F
0.5106292044169926,0.7598374204386344,Gra
0.5221026592619343,0.7940967734422406,Gra
0.2741156839778434,0.8560397994143316,Lym
0.47354785167104824,0.8684545337617474,Mono
0.5855488150463354,0.44171227480506065,
0.5030741499059664,0.8068502993882667,Gra
0.5047398617202392,0.7837594484090384,Gra
0.46965736329054464,0.7652709194285084,Gra
0.39899893612697734,0.8779602479963531,Lym
0.4872678000286051,0.8035689804855339,Gra
0.336587298499798,0.6027080474344431,
0.28128731728664785,0.7008908545758226,
0.21642816961286102,0.7172518408198875,
0.517022324424723,0.6174884494136996,
0.44796512080764395,0.6031191903774819,
0.6208587231579676,0.476010428374214,
0.3962192801318064,0.8653120663699705,Lym
0.3419585376452732,0.8434659241667094,Lym
0.2747176967696693,0.4712649687188014,F
0.4554018505840219,0.6225892360879421,
0.3093021742553988,0.5521393246026464,F
0.5118278176973945,0.7226179698996883,Gra
0.349365262017533,0.5683475014971691,F
0.725365126736854,0.8694502823475374,
0.4629322878354604,0.7730747981472171,Gra
0.4792693703148067,0.8465546066313053,Mono
0.5452778973495576,0.904950597717108,
0.416857845949748,0.6395737723367841,
0.49446861139792825,0.6718321498986448,Gra
0.35191895159820724,0.8705141224531623,Lym
0.35880650215579213,0.7135702382356214,
0.41657054632643753,0.5937757937560137,
0.5365028240193997,0.5176340391248482,
0.5309596424989945,0.7821019281552337,Gra
0.2647372006907397,0.8087471889491343,Lym
0.33487373707754536,0.5784475254796274,F
0.3643302026874228,0.6294604397942485,
0.6189488721983132,0.840990462421043,C
0.5318834651057044,0.7655091138549879,Gra
0.559157873636447,0.8336337012366636,Gra
0.714121034000012,0.28811709422875625,
0.5362475680367241,0.8064007210286748,Gra
0.5055001404830247,0.8054425154878819,Gra
0.42945087566967927,0.3475346306037175,
0.49072021043674074,0.8504128236836467,Mono
0.4936409037788719,0.6359273681836476,
0.570366056839774,0.8343430101895514,Gra
0.37181087389162953,0.3516881583599016,F
0.5167291472902861,0.8179577947780394,Gra
0.48697613002252993,0.8015660022803262,Gra
0.5137531161490949,0.7891333660924386,Gra
0.5248113927698836,0.7507429872540509,Gra
0.5012516535499754,0.44575879784399774,
0.5269442751522662,0.63152463257581,
0.38603688211373366,0.8409288999212728,Lym
0.42158596924427794,0.7076322803743543,Gra
0.47120623434466563,0.3981230853745078,
0.38886950902208667,0.4254739236691939,
0.38377337029949304,0.8831486579265607,Lym
0.5170547953217424,0.8208413719318286,Gra
0.5526624676331595,0.81788915413214,Gra
0.3630249943485204,0.7667438811216105,
0.4422866566674225,0.7160065032182648,Gra
0.19096615969854758,0.5288204497386765,F
0.3475072268257174,0.8553171092778786,Lym
0.35623151412212545,0.4505540283123011,F
0.29869753238852226,0.8347993306442694,Lym
0.49554484165789664,0.745335176526798,Gra
0.28830506414984813,0.773093500522948,
0.518155497883262,0.8055192688225173,Gra
0.527972565199824,0.8070837118100009,Gra
0.3922817491657092,0.8553670031622242,Lym
0.31050495981923215,0.86345882098776,Lym
0.4823176460857116,0.752625109647766,Gra
0.47139441665986814,0.7776083657659145,Gra
0.33534850544621303,0.54993887286633,F
0.23684973166013473,0.7536808211985511,
0.32863490998421574,0.5944833258946486,F
0.5603889226247737,0.23789330290935504,
0.3198851394866354,0.5902612184969152,F
0.5893971025698169,0.8185600037670928,Gra
0.5289568568108208,0.7159637523090612,Gra
0.48572036976890065,0.7512594761846284,Gra
0.6426045186576963,0.862462073843586,C
0.3579970844812969,0.6866847568712292,
0.5353334560720855,0.816872882976712,Gra
0.5026937061561074,0.7857994726416793,Gra
0.5463061804867848,0.8144624802696372,Gra
0.46051236502760895,0.7888896247767094,Gra
0.6183009157990306,0.8617319929422438,C
0.46310062149110726,0.6037394742618525,
0.4445144025381605,0.6019616564753231,
0.6317874774987772,0.914754751255675,C
0.5762492284263279,0.8203406236695859,Gra
0.2840774359863174,0.7628964392375894,
0.41522126498825057,0.6870276526332508,
0.38096190449576217,0.8406327123540548,Lym
0.5057810408372232,0.8050426191211759,Gra
0.4655207703687264,0.387710318128532,
0.2690697518230491,0.560761234582657,F
0.4966108854394047,0.7604324047598562,Gra
0.6979775565545241,0.9423040900524976,C
0.5185216724617243,0.8184458013031374,Gra
0.39280031942129545,0.6142412553657439,
0.251965605668406,0.7555003450908518,
0.34795214657129425,0.8140118526109806,Lym
0.28879348741023686,0.7617418464426656,
0.4816963081503099,0.6141846246265752,
0.4661616260541062,0.8470348454367553,Mono
0.2515019993682068,0.4240833178283785,F
0.534750652670487,0.813080044292839,Gra
0.4777937327946851,0.3699877660676992,
0.34556106913690726,0.2938510387164571,F
0.5030994346611971,0.7917878836196317,Gra
0.4259519608089684,0.8501554574650991,
0.47769991172179765,0.7693971800048783,Gra
0.1931860483673436,0.4458177365377852,F
0.4207853026965237,0.35206205684387715,
0.25933512060170616,0.74808667605935,
0.46777120038357506,0.7907904042209775,Gra
0.5011808270931828,0.7687378144425329,Gra
0.39134296046115497,0.4650676740628441,F
0.5024450174011632,0.8243971926290324,Gra
0.5349167339885401,0.8059326090938009,Gra
0.46964144637918215,0.6250426782704228,
0.3466398810132209,0.6518861945162089,
0.5829977552043488,0.8169718390766165,Gra
0.43582705142572276,0.7898930966418579,Gra
0.43813852408874027,0.7788680099287227,Gra
0.6145936658356453,0.8519429034874241,C
0.46676339832958325,0.6782906541289231,Gra
0.3693519698181753,0.6917688699523736,
0.4887729660961957,0.7695278951279592,Gra
0.5174491085543037,0.6433805127561713,
0.5356504631123588,0.7499551099087527,Gra
0.6655430221511534,0.9064947042291494,C
0.3810905379596479,0.7091914844142411,
0.5781257170419581,0.8839164758147967,
0.36970677183381717,0.887607117587326,Lym
0.2528972126716307,0.8356298120508378,Lym
0.4942242213985086,0.8242968934635594,Gra
0.31199909483460025,0.5447726388743871,F
0.46323542885257374,0.8037965225468262,Gra
0.3641002933732689,0.6075587238652195,
0.6034754605402868,0.8741364590998637,C
0.3538211652076286,0.8629725293038547,Lym
0.4763085533358734,0.7843453003988714,Gra
0.5282272974595689,0.7987148310786572,Gra
0.4928550170572396,0.785045566131225,Gra
0.49557102701872247,0.3536609728738187,
0.3482508982629417,0.5957177873144807,
0.5565943150848202,0.8458799395193443,Gra
0.5150084168167447,0.8050511863177705,Gra
0.3755757448797013,0.8376764959854988,Lym
0.6219221821174143,0.5094432358761072,
0.5456126030055309,0.6732915462231406,
0.47434229244343346,0.5870687052556293,
0.38018927311965156,0.6984252668908368,
0.49274654685526276,0.4356453004311103,
0.5128825017746632,0.7814250899311733,Gra
0.4988754356735252,0.7879607391477879,Gra
0.4926815820184512,0.7875217878418083,Gra
0.5743765051579856,0.844967050190412,Gra
0.7753672169070112,0.8970590387118237,
0.5436965734320174,0.4807230816170071,
0.6166126734423987,0.47049886485525655,
0.6675795763722002,0.949870576147206,C
0.5041657371702146,0.806912621443319,Gra
0.5067675851574878,0.7941776525958854,Gra
0.5403553701449406,0.7682234044338994,Gra
0.5812672795489423,0.7969156360522818,Gra
0.523008664256488,0.8010612047963912,Gra
0.5291270228267898,0.8340314116286414,Gra
0.25608684367847373,0.8611208858210896,Lym
0.47156984532342494,0.7883681947856304,Gra
0.2516663158843905,0.5950378599060883,F
