CD45 APC-A750-A,SSC-A,cell_type
0.7836191664258988,0.4611605128504209,Gra
0.8232295392387884,0.5130747254727638,Gra
0.8197063681782006,0.4561331244473595,Gra
0.8589806047220621,0.4983625402880246,Gra
0.784608008030754,0.4381243321048821,Gra
0.897501654829262,0.35355247675061335,Lym
0.8293959095449799,0.5663973125865872,Gra
0.8210396124575273,0.4562301967238525,Gra
0.8232212777545583,0.44064075758356686,Gra
0.8625093155983595,0.5157841758582687,Gra
0.8585537709624228,0.474964062880745,Gra
0.7933686631258551,0.47549175186174364,Gra
0.5981052076870242,0.37456213709025177,F
0.4817533218139473,0.296642665171671,F
0.6421749557882886,0.4116376144314218,F
0.8055062979890362,0.4690956441564145,Gra
0.8320572746219196,0.5273283245692084,Gra
0.8060839235307343,0.43907741576969156,Gra
0.8216468562269517,0.5795482126257304,Gra
0.799929418935761,0.21331719127598814,
0.8301070316468789,0.46210119138283173,Gra
0.7776118545770421,0.42988810933666394,Gra
0.954490939438586,0.3825138213804773,Lym
0.8085492863091647,0.46032722618948896,Gra
0.8475268918327046,0.2306210076234842,Lym
0.8016928653229732,0.4635032214750718,Gra
0.8950782202901567,0.26705930702383374,Lym
0.824677024557086,0.4678513060921206,Gra
0.7931514997374156,0.40130785482968534,Gra
0.8339756103795473,0.5431667531902666,Gra
0.24930792775222796,0.4441011033205752,F
0.8319404040237208,0.4650962935237476,Gra
0.7312281436968657,0.40175738291980173,
0.9039019626007696,0.30128812926888127,Lym
0.93778498254283,0.3329678167549914,Lym
0.7908817346148681,0.4810732839903275,Gra
0.8818232605865614,0.27671284710423794,Lym
0.8050831815650442,0.5301017260771391,Gra
0.8893107323894857,0.5246582149639327,Gra
0.39564084932717203,0.14075679832716673,F
0.8185157764416153,0.5760931942114116,Gra
0.8054561504209744,0.5683733103025541,Gra
0.9438331638236547,0.3635762808964622,Lym
0.5777815193413744,0.3002253177738443,F
0.8273181456566832,0.22444643287688193,Lym
0.3999710846354992,0.28693194611144096,F
0.8194812329604029,0.4838638071961511,Gra
0.4630373275832404,0.21605079347724038,F
0.8419069487410956,0.4747043004502209,Gra
0.8980588945979678,0.2973355690357231,Lym
0.8406537077315358,0.27707908516061225,Lym
0.788487146901598,0.4921995731279487,Gra
0.8272438097322654,0.4525155857114864,Gra
0.8388719796183627,0.4937892286133766,Gra
0.8158555074386257,0.5731094979505178,Gra
0.8017507493635329,0.401441798357806,Gra
0.8259731432415166,0.5232896068224802,Gra
0.7748781902736265,0.5083242221787191,Gra
0.8134889284863053,0.45640227116909377,Gra
0.8800757531395307,0.22778106959970315,Lym
0.7959665369368303,0.5376522782897873,Gra
0.8320896223769216,0.5012945554869489,Gra
0.4691963630370365,0.06592677202028642,
0.7827736350786867,0.47264376354120585,Gra
0.8040445571425944,0.49722507206292665,Gra
0.8322732742697356,0.590582986049769,Gra
0.834132812792895,0.32822477838730896,
0.8112274898562853,0.46024181633940714,Gra
0.6585194038015592,0.35849093946425725,F
0.7844841563182999,0.4841383508483061,Gra
0.828479535127288,0.48449405950705504,Gra
0.8995585271392774,0.3768498599602649,Lym
0.8160293682255865,0.5799858206931667,Gra
0.8080648406743509,0.5178244964667015,Gra
0.8774595476300722,0.23440011973736355,Lym
0.8427232318867255,0.5041588281680852,Gra
0.880580159873218,0.5146427176157689,Gra
0.835037458545732,0.46017735209851635,Gra
0.7880062430214151,0.43906281390755497,Gra
0.8553522319122624,0.45944800062727237,Gra
0.8221300156020264,0.4816284761673885,Gra
0.5508731560697697,0.3068046601856504,F
0.8701632071821546,0.2796348466237029,Lym
0.8531266166395546,0.6327139996834568,C
0.88246043649428,0.3184402939799646,Lym
0.9320388550482686,0.34786979478422353,Lym
0.8854313074382709,0.2633156457498929,Lym
0.5882504212176108,0.30890871458182856,F
0.7983279708694565,0.46470306721742594,Gra
0.8341007002523513,0.48269029604212,Gra
0.7923067538323533,0.5072329827817439,Gra
0.875583568179707,0.46579543728086575,Gra
0.7983119235116557,0.45051006172494984,Gra
0.9364833711945697,0.3229969171159676,Lym
0.8410369278290453,0.5231706407555861,Gra
0.8850874289120296,0.5376716998970035,Gra
0.8587606764897513,0.5448030483823366,Gra
0.8967207345493604,0.2360970470771934,Lym
0.8926433534116248,0.2706718522394454,Lym
0.7986283027178523,0.2882912649116434,
0.8026848735756961,0.4272646581826115,Gra
0.8028696419323024,0.45263402252658747,Gra
0.8624162566058461,0.4838158742257401,Gra
0.8906630863638706,0.25077928184863835,Lym
0.7433828420632486,0.36636910954658813,
0.8732935987927123,0.24736980379769322,Lym
0.8315060317406598,0.4746869353236015,Gra
0.8992692835717995,0.304993145113334,Lym
0.818279215569157,0.5227057387251098,Gra
0.7914055988199515,0.4253237582104859,Gra
0.8334213411587187,0.5456756447645207,Gra
0.8128132242946612,0.46140191960380417,Gra
0.5661473744432529,0.32920781326024195,F
0.8002924117033171,0.47299859558222074,Gra
0.8200583047263353,0.5676339069184873,Gra
0.8296875175607864,0.45502137138400056,Gra
0.879054250652968,0.2377744245541262,Lym
0.8109925213397152,0.4506613875014765,Gra
0.5577095404384897,0.2950850103863013,F
0.8770819004681957,0.2313676120930146,Lym
0.8426408888302024,0.5067895897191269,Gra
0.9155324765333325,0.24296726636567634,Lym
0.8831772059444427,0.23802243966460182,Lym
0.845324773721146,0.48865773350850183,Gra
0.808799907735138,0.4960081523197526,Gra
0.8057679685322595,0.41280726677266033,Gra
0.8283862281533113,0.4610371116578125,Gra
0.8089844607617801,0.5160707006534964,Gra
0.8123036696978957,0.5328437753451922,Gra
0.8417573283145986,0.5125800439330563,Gra
0.8201743174579772,0.5468754415530729,Gra
0.8214179534971686,0.4307574892807844,Gra
0.9009648687952688,0.30043950963062427,Lym
0.8398145110375418,0.5194986334846488,Gra
0.8402381268925194,0.25216988355818987,Lym
0.8025834784334649,0.462935808494572,Gra
0.8131413585042236,0.4367341150730643,Gra
0.8323676186429427,0.5021444693355711,Gra
0.849905517942921,0.45175676241336615,Gra
0.9396350976417442,0.35830492925830526,Lym
0.7821485361754367,0.4962417378754216,Gra
0.890704646395003,0.2402380144490276,Lym
0.9029596425965245,0.2781868046258853,Lym
0.854955548904147,0.5572684837172353,Gra
0.8184432471569943,0.4246895388102274,Gra
0.8444280885309331,0.4531665040267132,Gra
0.8862482887055992,0.3201868909417251,Lym
0.8572682043843104,0.5163469102883224,Gra
0.81153340681605,0.5097844448999099,Gra
0.809520813007079,0.4446203080727353,Gra
0.7989602938946969,0.4556281250781764,Gra
0.9358172331304695,0.3261189918691052,Lym
0.8898596238404365,0.5854623686909548,C
0.9094744074104738,0.3309925308828055,Lym
0.8050250896754545,0.5098176039171247,Gra
0.7737081127764889,0.44088290018502707,Gra
0.8636633450859625,0.5837859843703577,Gra
0.8749777605672536,0.2265767763395009,Lym
0.8220356545604331,0.4836228058812048,Gra
0.8653021620055328,0.45839182535426964,Gra
0.801506307956752,0.40413113590879873,Gra
0.7012975068783851,0.23643175718037845,
0.8079716934951462,0.5008292862954802,Gra
0.8871547616904465,0.22790436477376183,Lym
0.8067000150103147,0.5645100230027013,Gra
0.8940016472378851,0.2596517870502797,Lym
0.5751187052902265,0.3179038968817994,F
0.8078439785876785,0.5543703361166095,Gra
0.8153355417803191,0.5597346046957684,Gra
0.8144567721767236,0.44143741831939476,Gra
0.4272898532583146,0.6474333982485173,
0.8014822260798151,0.41281961575597903,Gra
0.8118190670665464,0.47091109819904664,Gra
0.8841707208184276,0.25368495236796224,Lym
0.8141754416286304,0.45457298780060407,Gra
0.8385399659955226,0.5064562162888381,Gra
0.8968424689398458,0.4324455034803867,Mono
0.8195671756737595,0.4516959505854885,Gra
0.7727628066275066,0.43510020171557,Gra
0.884012897867287,0.27133146752074017,Lym
0.7964021150795496,0.5409102993483774,Gra
0.8760026529222306,0.465961968917436,Gra
0.8254421646831525,0.42037340290163727,Gra
0.8490714123744071,0.4633881212725763,Gra
0.8359034145208529,0.5211403674436836,Gra
0.8165498961225427,0.44505467968941814,Gra
0.8168087177984956,0.4047168492820409,Gra
0.8282585002533892,0.4871881825061965,Gra
0.7935469605549964,0.2730836736754598,
0.793969818226141,0.4403022193894474,Gra
0.8311901974735999,0.48297848481322364,Gra
0.5163094319378134,0.3033356737319095,F
0.877140496713833,0.2234880262176893,Lym
0.7255206034904426,0.4636129337560758,Gra
0.8158514297886426,0.26224041866523035,
0.8920049113267039,0.4202100676862523,Mono
0.798089218870556,0.4926033998673938,Gra
0.8210121114958273,0.5508012491944838,Gra
0.7116567154232564,0.2284982097894884,
0.7933390961236703,0.4351196995604129,Gra
0.8398310411274573,0.5163441958304372,Gra
0.8075771839869772,0.545700944680709,Gra
0.8178731387696013,0.46469448376226236,Gra
0.8353364761979736,0.5118128990660036,Gra
0.7927667843645335,0.45479070722104453,Gra
0.9120424719411828,0.27593831809753583,Lym
0.8131429585494,0.45649534717766527,Gra
0.8559952047924799,0.4975451555174265,Gra
0.9108923006022274,0.3172576878705529,Lym
0.88849933944346,0.2452577822908096,Lym
0.5050231409225462,0.19092283989810993,F
0.7968798687169101,0.5308787510410475,Gra
0.8103356516456497,0.5662815310564011,Gra
0.8963816403250973,0.3156174250434659,Lym
0.7797558444296364,0.48091457334520527,Gra
0.8903927669357677,0.2662987664990841,Lym
0.8424971490099654,0.46817117218637944,Gra
0.8494909813300267,0.44940978131911413,Gra
0.8311889454894679,0.4576483627061526,Gra
0.8017592578826819,0.45712326341461934,Gra
0.9426819943856221,0.3260583039860707,Lym
0.8550732063678089,0.5223497423395205,Gra
0.7904914793807858,0.4918649958999298,Gra
0.7916992130076411,0.4561818210070989,Gra
0.8887811736600973,0.4401034180814727,Mono
0.7835651537462622,0.4784781371433479,Gra
0.8430193628965689,0.5211121354837538,Gra
0.8193493854865123,0.40349607061464515,Gra
0.8504863960980547,0.22340598799855726,Lym
0.7972867686786858,0.20947199847391273,
0.8205207366875669,0.41369190379403636,Gra
0.8050355101854255,0.4372229932790087,Gra
0.8692378053286827,0.7068868416512545,C
0.8388295346837777,0.5069362687473421,Gra
0.7904083383378567,0.4470726493752311,Gra
0.7830752075951133,0.43281748422833677,Gra
0.646209042119163,0.329528653376369,F
0.8963413295663949,0.27920324623098147,Lym
0.8836476087652657,0.2492057581971435,Lym
0.886754793668143,0.24742084421072535,Lym
0.834583909590368,0.5180698002518406,Gra
0.8352310767901152,0.28144516234614336,Lym
0.9075917038543099,0.3143459194372635,Lym
0.9162656891961589,0.31853506207103144,Lym
0.9249853114117799,0.3275783081562324,Lym
0.8597389941308841,0.2811599749022951,Lym
0.855932322855886,0.5727993267399838,Gra
0.8046150662752443,0.4731181158955601,Gra
0.8381173303331947,0.5505947212017255,Gra
0.1820495061563054,0.3408384807448166,F
0.8100715235285043,0.47039816947708685,Gra
0.9373605134016338,0.3206157114913599,Lym
0.6474293639107891,0.3363311653439665,F
0.797346593376175,0.5270032821650448,Gra
0.8191558036085256,0.5275335260071198,Gra
0.8033860856522401,0.5018378606164084,Gra
0.7975729963042797,0.5327488393800252,Gra
0.8083788807000837,0.4240004164930582,Gra
0.803415206756285,0.47967436726553503,Gra
0.8183991523751408,0.45804446666680104,Gra
0.7800841855938581,0.45110116976466574,Gra
0.7904986217475729,0.4799725696177043,Gra
0.8735496141081287,0.2032364844208816,Lym
0.7824493581990464,0.44091740006630725,Gra
0.8010529491297842,0.4169378488232359,Gra
0.8287914096493818,0.47188028096418655,Gra
0.8253656619884292,0.27218806385154376,
0.8553820428482684,0.47575593923560344,Gra
0.7908296390705916,0.5025386043882599,Gra
0.4211865194528021,0.27660401081827407,F
0.8092866218756195,0.2878390078995493,
0.8513453044022551,0.2408379626238502,Lym
0.4747635501710149,0.3068350808808855,F
0.849676008815184,0.474128717183636,Gra
0.7946694197686314,0.42271314798433623,Gra
0.8189161782589085,0.48874701027718603,Gra
0.8301300605726029,0.5423678452592381,Gra
0.8139680232738743,0.5763778120361441,Gra
0.8878956949481114,0.25107135000831915,Lym
0.8003080328899949,0.49224522633056556,Gra
0.8883180195240713,0.26668906790684166,Lym
0.8317106303033956,0.47070238953782173,Gra
0.8980840835336474,0.47214727993574385,Gra
0.922321141389248,0.4184440810746067,Lym
0.8162075764520975,0.5014913280605507,Gra
0.8324257453839543,0.440054070729604,Gra
0.8603719852324321,0.5343640312195008,Gra
0.8083602160551869,0.4813319651320883,Gra
0.8227960205124979,0.5198838842069381,Gra
0.8452356785890202,0.5098961051218522,Gra
0.8351015166439786,0.45532284973573645,Gra
0.8033173128098783,0.5942815868652147,Gra
0.9016467493661836,0.2802144156215557,Lym
0.8115313232296129,0.4650141702427313,Gra
0.2939872487013891,0.24688912115084716,F
0.8362479380143121,0.48020251565549715,Gra
0.8041019408251912,0.42058387589997026,Gra
0.8919112805435406,0.267685951639629,Lym
0.9358777083020104,0.3906607328976785,Lym
0.8562059270919989,0.5201660431366787,Gra
0.8203894196930638,0.48759178089875677,Gra
0.8999853953842366,0.29101410582430387,Lym
0.667748754365633,0.4567102429343859,F
0.8568576093401836,0.24816625294780398,Lym
0.8311965862708237,0.4690204776859533,Gra
0.8315181818620959,0.5691884702292793,Gra
0.899218451271066,0.3211659843479515,Lym
0.8955459294201866,0.27269276492398925,Lym
0.858313315769101,0.49204808620906676,Gra
0.40496422451100583,0.43065115519283187,F
0.9238243137202006,0.37133943971253836,Lym
0.8381976336055357,0.417821727125284,Gra
0.3414320202438181,0.26188012489435275,F
0.8340330210783944,0.4903109149926659,Gra
0.8610412442174399,0.5362639010654876,Gra
0.8132693773381604,0.5144814317644011,Gra
0.819363854444375,0.5584662767151474,Gra
0.9114461301593089,0.3083303454748554,Lym
0.8129555566866673,0.47736977392229535,Gra
0.8060153759026564,0.4403938937656403,Gra
0.8689905356036938,0.2544242545263497,Lym
0.8007756515224551,0.5048107430222352,Gra
0.8043359519005789,0.5431656419685126,Gra
0.8009224316929111,0.5273504229458403,Gra
0.7986156922283394,0.22029421342831507,
0.8394237300389417,0.49095048153310583,Gra
0.8076431879875741,0.5265475430944337,Gra
0.8968096126838336,0.2784971205713182,Lym
0.8310333153273863,0.5215695900185225,Gra
0.8315887805300723,0.4698533540071772,Gra
0.5822987298452595,0.4207436373593937,F
0.793136771174614,0.4587751788478759,Gra
0.8441427559478413,0.48757521306093704,Gra
0.7892970598362216,0.44006204073004557,Gra
0.7896276914428195,0.4139856671196177,Gra
0.8141764466528918,0.5393045337301839,Gra
0.8048658902034661,0.49029891742050835,Gra
0.5080341858457088,0.4382661622380952,F
0.8578809883916447,0.5394710978831075,Gra
0.8402598086030623,0.5282551175956248,Gra
0.8369577112304982,0.47776460410642185,Gra
0.7976874685327562,0.4465752662157066,Gra
0.8389694315750281,0.17026406287688212,Lym
0.7397141786514486,0.4149755769619767,Gra
0.8062882090446086,0.5341420002433974,Gra
0.8416145182900885,0.5258620944791352,Gra
0.7999437207330318,0.5073128275145263,Gra
0.8617126094297753,0.47988116008297244,Gra
0.8913085440127563,0.2766387815053497,Lym
0.5697805994024666,0.3211291491690796,F
0.8339774721701,0.48189666931452657,Gra
0.8310419991082624,0.42903746040246593,Gra
0.8368096067011556,0.44753214333545066,Gra
0.5571961829446204,0.2853750282568666,F
0.8780944940693995,0.6101013549535358,C
0.5618167042407537,0.33689959699104177,F
0.8859256144217849,0.6494260161873365,C
0.7675563003625043,0.4621507902484733,Gra
0.7903855019035643,0.46676716309167615,Gra
0.8722876815978167,0.6417147344633676,C
0.8397492577921686,0.5140251535510322,Gra
0.8126202773159555,0.5301607982821057,Gra
0.8244076082879966,0.4387823690576705,Gra
0.8054771842079328,0.55949376393179,Gra
0.7728256189622225,0.47569572349508854,Gra
0.8387272724419063,0.5414265409013981,Gra
0.7911870743063151,0.23168618984862685,
0.7904075394925818,0.4298835894442852,Gra
0.5614027671431141,0.37070120759426806,F
0.8065947727070201,0.24346089908871765,
0.8027006643718914,0.5129469039656646,Gra
0.794728228857212,0.5028789865128678,Gra
0.8098139209457218,0.4372603220796818,Gra
0.882248143651566,0.27537457307969554,Lym
0.9242698722926727,0.33948184909696255,Lym
0.8286069955638964,0.44498720414037934,Gra
0.8992756130660895,0.28209869807115395,Lym
0.9713158464101971,0.6203317751539189,
0.8233307614014964,0.4789833459229387,Gra
0.8317128953648174,0.42616659541898755,Gra
0.8125258244469801,0.444334093220497,Gra
0.6367554172234485,0.4680517022166223,F
0.8582706226872238,0.334503404380286,Lym
0.853559356361946,0.4588262324499226,Gra
0.8083007699372533,0.526044148532503,Gra
0.8910694132665533,0.2521176231221074,Lym
0.8939362480604783,0.3091687107686433,Lym
0.8154593828488463,0.5294683706856192,Gra
0.8146096786026366,0.4608382282204955,Gra
0.8005718777097371,0.49903882312259573,Gra
0.7985995340474771,0.4805440639383034,Gra
0.8246068309679396,0.47708392609273764,Gra
0.8343380018093449,0.5116308683047206,Gra
0.8228016434235986,0.5568878313244211,Gra
0.3332750054600678,0.5725564528489372,
0.7740930235078792,0.4871442121509224,Gra
0.7537329066927411,0.3316705475359818,
0.8876179075591035,0.2508670748383627,Lym
0.790499613257783,0.47248062700535726,Gra
0.6951123465381602,0.4205902390033831,F
0.7821620887410754,0.4370824502175428,Gra
0.8272240725603939,0.4927874159373652,Gra
0.7000958208764531,0.2544449223869826,
0.8752135724367902,0.24855618523084216,Lym
0.7858286051377733,0.468389029081076,Gra
0.8207595391823039,0.46862733720677624,Gra
0.8296467619520241,0.49430034879659657,Gra
0.883825460625238,0.29639129308145995,Lym
0.9154505889530888,0.33658783271288517,Lym
0.8460517507475086,0.4873991769891494,Gra
0.8260410663271451,0.47706161472751407,Gra
0.8354626135589833,0.5541951514801727,Gra
0.8139130880092051,0.4951082867363032,Gra
0.749485056507932,0.2717682227374625,
0.8383458754553196,0.47920353102802904,Gra
0.7975277756452213,0.47132239690544175,Gra
0.847657494645055,0.5279755954901821,Gra
0.8087270377874688,0.5417700348746652,Gra
0.23495690063684171,0.26708321454101497,F
0.8783133878496265,0.22774464018089985,Lym
0.885424486014564,0.2903280878269093,Lym
0.7960443713739728,0.5541403577110837,Gra
0.8887743462671337,0.2729690263860133,Lym
0.9169852703695452,0.3386058086655152,Lym
0.7881752861358924,0.5415020078121218,Gra
0.8839869118123659,0.24308915439763484,Lym
0.9318220756033482,0.3354164108639135,Lym
0.8502408277619935,0.2501906103406939,Lym
0.8690881825347493,0.23820600400677527,Lym
0.857417213061864,0.4573595161167789,Gra
0.49480823901583804,0.5176810280322148,F
0.8326321616703785,0.1803070910214387,Lym
0.838886162619183,0.4909758452454655,Gra
0.8909435556161168,0.23703250669608159,Lym
0.7235934264675532,0.42103588343771553,F
0.7972742864171241,0.38975966925762084,Gra
0.851325008869871,0.5233551120215753,Gra
0.8501780321626414,0.29217932226417864,Lym
0.8041459353634157,0.4970013515927656,Gra
0.8314364948107638,0.5518614622032012,Gra
0.7222108104138922,0.2778706938806825,
0.8035221019471722,0.5152692994224196,Gra
0.8751111746496881,0.3058589710998193,Lym
0.8149892162968669,0.4599915079265794,Gra
0.7680172287133341,0.45823772076428226,Gra
0.8753810375743246,0.32913609629161067,Lym
0.8950773078971497,0.26240161668505085,Lym
0.8252527388656515,0.5292831146674551,Gra
0.8195860100318515,0.43887968799011134,Gra
0.42731747730006453,0.32009578158652846,F
0.8159703406576421,0.44029943149003037,Gra
0.8801466183681674,0.35879171080207556,Lym
0.8244629960892179,0.4708073489509272,Gra
0.8060669117193293,0.5280408333003036,Gra
0.9633838977818695,0.41917674613529987,Lym
0.7248426689154283,0.4203552748908587,F
0.8366384346763127,0.39473728263286684,
0.7947578058565149,0.2965007677389045,
0.9270707738827948,0.3611553653894729,Lym
0.9122635639061001,0.35357758272775625,Lym
0.8395070059318427,0.4913910326189821,Gra
0.8401350829822967,0.2700321475260428,Lym
0.7608949859212364,0.5026724574092637,Gra
0.9509854115264276,0.37668851056073616,Lym
0.7940499847327307,0.45816681217884836,Gra
0.44498331676475267,0.40130377597270056,F
0.7940307025308914,0.5594822135381202,Gra
0.831738598041258,0.4952625432555656,Gra
0.8659571743018151,0.3072373098503679,Lym
0.5063933830829167,0.1700245362163885,F
0.891625407405283,0.5070325039938813,Gra
0.7805701030842429,0.16559838672889374,
0.8387257281356545,0.3959122828132828,
0.8565404484875716,0.5115063886601299,Gra
0.8422185508573498,0.46207569949959165,Gra
0.8057568454548414,0.5127924132742431,Gra
0.8493701871431071,0.5152901794080739,Gra
0.9070924508632446,0.40967917884234784,Mono
0.84877428914257,0.535150480098217,Gra
0.8559675184187587,0.5809186474099459,Gra
0.9284719220896638,0.32915466403681565,Lym
0.8468431906547523,0.43709300506333393,Gra
0.8827943325492654,0.3150641429098992,Lym
0.8311314337330444,0.471455908768027,Gra
0.4206139679611111,0.2600550448557031,F
0.8014162707705438,0.4769215112655214,Gra
0.8685157418513686,0.6305546774377764,C
0.8721667509006731,0.410341869893863,Mono
0.5997163532313075,0.39503165561732484,F
0.9023907397486626,0.31683364492366684,Lym
0.7825585700800222,0.46282375959341393,Gra
0.5524627527397779,0.5035303198685914,F
0.9073923002115655,0.2915073578346976,Lym
0.8223929799156288,0.4896278074640092,Gra
0.8651280573851325,0.4886326539421033,Gra
0.824811983137611,0.567085700201011,Gra
0.8245324490480143,0.5362872414807005,Gra
0.9367456236951616,0.34794176574371743,Lym
0.824290948072605,0.5025081360404614,Gra
0.810059061147457,0.5047525525842875,Gra
0.8169136246887063,0.5248852476533453,Gra
0.8463688677146013,0.48370660139960836,Gra
0.9307705015732529,0.36036495961211573,Lym
0.7991967702545357,0.17044398583391898,
0.7748117046617377,0.45970883461061873,Gra
0.8107652339430196,0.4501825323779881,Gra
0.7974632220826546,0.515259642642603,Gra
0.8298166219267654,0.5334985862970565,Gra
0.8358042816586565,0.5014546197496886,Gra
0.5533594670431282,0.32600732845186436,F
0.852434473501884,0.4622478315335941,Gra
0.5857606992213644,0.3876275260564412,F
0.8687955415692104,0.5729573201521928,Gra
0.8977658532085266,0.26976149455727144,Lym
0.8525447912701284,0.6277691528262592,C
0.8204065900042052,0.4272446974159138,Gra
0.8654584638441194,0.30368214451461695,Lym
0.8798297277195158,0.2896704508757194,Lym
0.5675401830700914,0.3386397628672603,F
0.9477547262447988,0.4343490619531774,Lym
0.8850973480537444,0.23891688738149305,Lym
0.8721683846311363,0.25606357549889486,Lym
0.4999643344032159,0.3340138648912351,F
0.837191885368171,0.5124169383651724,Gra
0.816428858813278,0.4209436021686553,Gra
0.8221627789204574,0.3184330308368877,
0.8223976044130565,0.4898471319810072,Gra
0.8743367903202772,0.23785916932459078,Lym
0.8771172213324301,0.19862639887709027,Lym
0.7920132294427028,0.4413575178234073,Gra
0.7872822553170082,0.4641033208798912,Gra
0.8289459706084523,0.47895111251585853,Gra
0.8635397094906544,0.4808830561624884,Gra
0.8144763851605914,0.4237958790758431,Gra
0.9565288026521586,0.3853838024062203,Lym
0.8493038781753213,0.5204829320039137,Gra
0.6357126767345009,0.33684188618910277,F
0.9035448664380221,0.29645011385706377,Lym
0.7256552551148705,0.26804585692126964,
0.8862072629173549,0.39960013355292046,Mono
0.8316940914720734,0.496344543175163,Gra
0.7892718594444864,0.4644782164935702,Gra
0.8068054297106435,0.43817502008632464,Gra
0.845081728253468,0.43443983070564846,Gra
0.8835520576158321,0.5904678831329818,C
0.5200988423785479,0.2720039016082555,F
0.8315474731921161,0.484735276058267,Gra
0.923127121973015,0.34877337581936746,Lym
0.9500164515060306,0.32055074442490444,Lym
0.7861583332381178,0.46203529695042,Gra
0.8100982698492838,0.44636794385925954,Gra
0.8387825324415061,0.5352343494609795,Gra
0.9088608861392257,0.27653443959719876,Lym
0.8359895840628969,0.5729997518339817,Gra
0.7946161818216907,0.5129041602619385,Gra
0.8596889124361586,0.5624803690364444,Gra
0.7704557505992005,0.39136447814485825,Gra
0.7712508696341891,0.47605516337113,Gra
0.7967047429306467,0.23611338067373058,
0.6020006966618879,0.39079549300847205,F
0.8862684136785534,0.23931816335517683,Lym
0.8150809879648434,0.4372334952799365,Gra
0.888484265592542,0.2561422498029682,Lym
0.7886129890976434,0.2139587736770975,
0.8380578184256937,0.5018694608782039,Gra
0.4365698504081133,0.2216721479164151,F
0.8229916158570109,0.4685637879552596,Gra
0.8936026931145129,0.2342685133857686,Lym
0.7918993002985393,0.38150630891686577,Gra
0.8455637354050863,0.5570037004766392,Gra
0.8670401266641795,0.457769379173272,Gra
0.882276571111462,0.2761259256268469,Lym
0.8550454993855359,0.2593421877601765,Lym
0.9237228862475556,0.3595429286289559,Lym
0.8702942453885483,0.24782634684764426,Lym
0.8079271110943533,0.5143763273623535,Gra
0.819329825630696,0.50611879673736,Gra
0.8159758088733676,0.5665295649582482,Gra
0.5245839759566481,0.305707362818853,F
0.896610423216587,0.4003966909291692,Mono
0.9600118410420233,0.3844626303149082,Lym
0.822255563544466,0.46402936159126923,Gra
0.8988951532020761,0.2856776608276899,Lym
0.8021221659251637,0.4783959510824963,Gra
0.84929906439283,0.40005611887720405,
0.8140524443406868,0.4986402234796136,Gra
0.7965971298339908,0.2676455576717501,
0.7899662386316797,0.42379748326545824,Gra
0.9065865506947294,0.43727198582645804,Mono
0.8892894000812955,0.311763265896271,Lym
0.7247370699229532,0.2653668731584733,
0.8233188271777888,0.46783006832741797,Gra
0.23226727705148356,0.26788515603670965,F
0.9241749547083113,0.2887243450710696,Lym
0.867286204801897,0.5007672538619334,Gra
0.8582007313660592,0.4580578028274075,Gra
0.8186549418075152,0.46499315354970816,Gra
0.8204105518146917,0.576605504660519,Gra
0.8938253755543175,0.29212627639977434,Lym
0.8771727989677117,0.2537902802461525,Lym
0.8133684102776558,0.4628000439136789,Gra
0.7904601361803099,0.5282101161274698,Gra
