CD117 PE-A,CD45 APC-A750-A,cell_type
0.3883920807179508,0.5530924442102406,
0.5425900766378884,0.6696773802562416,
0.28879220772586445,0.37509928439001233,
0.4261421098915339,0.4552403841447871,
0.55364282449464,0.69515052702618,
0.6076390805590514,0.7606520893756431,
0.5600381114186186,0.6872094751122622,
0.40303158851754145,0.5399419530803782,
0.551201394084332,0.7637759547459454,
0.6323060716202588,0.8168909981826974,
0.5327642640529768,0.7390394071293767,
0.7138344154127078,0.8344885738240279,
0.8049260710571365,0.760182127704953,G
0.3685897840368032,0.44799116763306707,
0.5662176759909864,0.6313445746720784,
0.39690163197363626,0.3943656858454182,
0.7305195727496167,0.5958271379808305,
0.36867842275876794,0.42528340587543384,
0.46506672212504746,0.6356330986969838,
0.719200443682967,0.5924393960525429,
0.7228412591092953,0.8116781164447784,
0.6408558162752419,0.7624010437877075,
0.5169154728053725,0.4769003172192531,
0.5567750674598504,0.7518324954567207,
0.6335255943620456,0.7893459968127082,
0.7096806968967989,0.809532394690073,
0.5282130460198391,0.569771060555182,
0.6122195968830536,0.6714447465800462,
0.552716023410675,0.6934232511540991,
0.6435790383853657,0.8032609013269756,
0.45470479203542463,0.5875300506038014,
0.7897171193289776,0.8982735623481846,
0.6789049563477634,0.7096752869806334,
0.4982964978502049,0.8096758565656552,
0.5642590799212316,0.7443010253845699,
0.6857778856352639,0.8214425718821036,
0.5645888638173934,0.7554913449473608,
0.5700037725759701,0.7220834943888382,
0.4186769963517414,0.5958356870999428,
0.5851166015122176,0.7644325944008304,
0.6730762683912493,0.8382408082075153,
0.42785157017073383,0.4853950238915442,
0.5589423437472781,0.7321322879000693,
0.41974472439935506,0.31148896642650714,
0.39577309222012824,0.3490444405316307,
0.5595016222588202,0.7614457320148794,
0.7611839484070917,0.8997515604668086,
0.43138073493884055,0.6010980156023237,
0.44462458054836057,0.647374222170478,
0.5722790227074199,0.7530649250198284,
0.40055244156683184,0.8038994610458124,
0.6040583715423151,0.7236709039837035,
0.5900887163198618,0.5971500325688682,
0.5833363139272415,0.7593562382025713,
0.506470743031956,0.706071297275232,
0.586404922113286,0.7126588056987349,
0.5591965445336035,0.7418557049984522,
0.599238402784746,0.7806953252273611,
0.5624035445719671,0.7372520373050925,
0.45576572940585713,0.821101938873076,
0.36536221078875086,0.446488699478371,
0.405062287633745,0.44428001750155943,
0.6549806105175854,0.8193264535623603,
0.5312577187746137,0.771053554735813,
0.4068230377302175,0.3648508361640038,
0.553616488639967,0.6980466192637343,
0.6279458100420044,0.5691854102496009,
0.6061279762500671,0.7712313853534142,
0.5865252554026332,0.7543042517012898,
0.6385756831136885,0.7462317527672626,
0.3881840805024289,0.4603243564183977,
0.6746372608801561,0.778016290862737,
0.4193224770277208,0.3582399557459981,
0.45870389129679195,0.5072748045330352,
0.7527350891923209,0.8810497764965965,
0.6253037975193766,0.5756494715871748,
0.35260842477853005,0.4478878587048272,
0.5135590111063,0.7314211980577403,
0.5483150006738171,0.7082003948769111,
0.561278775298558,0.6951335668406443,
0.6731879392775089,0.8030136915881138,
0.40674967828129305,0.7712762957742352,
0.5076541597788095,0.6851875671008475,
0.4208445497532197,0.4292638323871241,
0.5215909425669905,0.7438111522989717,
0.5246327966810441,0.7859345437576603,
0.7874703459540585,0.5563590662006295,
0.6156757954472637,0.8278985258447394,
0.5298247540386363,0.7282955694659186,
0.252622081624911,0.427895566641494,
0.5994482300782544,0.7836618343960621,
0.5187869238683226,0.6871336761124693,
0.5899977788005509,0.790651598109963,
0.5064865698964286,0.6951801996579052,
0.5480676048287259,0.7545474728454246,
0.5339254413367788,0.784933239874807,
0.8596488985907423,0.8066914050239081,G
0.4956170179462104,0.6899139597690189,
0.531993445098689,0.7230318291763915,
0.5516045040493884,0.7513501349496166,
0.5584122046534377,0.746718917967136,
0.6114748665727293,0.7862818001839064,
0.4334048047599585,0.422677691455703,
0.7913855543656232,0.6038278408859312,
0.4153855596949752,0.38186877381949696,
0.6939801843851664,0.8427996910742582,
0.5236897949880613,0.7047860849139255,
0.5467712411918159,0.6740952745271931,
0.6025187055316836,0.8214168325535011,
0.4584543084995395,0.5128771393744879,
0.5879247773536878,0.7026055477255027,
0.6649449809166937,0.8285227987650007,
0.5642052696339114,0.7335065208008844,
0.5734065430370819,0.7044046927948586,
0.8038397278710643,0.7567617827919207,G
0.8271265385608951,0.7954077853760911,G
0.48671757777986385,0.6746953013131658,
0.6192301631342271,0.7482484413335635,
