CD45 APC-A750-A,CD34 ECD-A,cell_type
0.5324785676429423,0.5365080326172194,
0.6544410531398843,0.6038922817378489,
0.43011302316239425,0.43362283444212635,
0.6810891639409594,0.5943125820675211,
0.7496120247754099,0.6284051567227646,
0.6727818262888676,0.5722305221469838,
0.5187215022955748,0.4575608977575725,
0.7528799802921464,0.5780704833214079,
0.8084449866688559,0.6479529070618911,
0.727002444718084,0.5695877468010134,
0.8268542609432807,0.6781148276380546,
0.7491203858434038,0.727801148496124,H
0.42252943223152134,0.4719140091523958,
0.6143401241204532,0.6361576532742459,
0.3664304432316728,0.41812163923704054,
0.5771844245570407,0.8168220746318555,
0.39877426146966066,0.4809328611167663,
0.618826458864287,0.48847903677632265,
0.5736404210192841,0.7082014371460756,
0.802991657663234,0.6677611335875645,
0.7514416507489752,0.7162970499341335,H
0.4527720335204473,0.5122478380016089,
0.7403856218462951,0.5726025450053417,
0.7796294557431881,0.5958250797840341,
0.8007469632175856,0.6503738544962118,
0.5499264950773782,0.5718778156900323,
0.6562899402855593,0.5887674638441867,
0.6792822164429159,0.5773103674786925,
0.7941861934965376,0.6517215634423698,
0.568504629094542,0.5042361492531873,
0.8935813699647289,0.7417049201882464,
0.6962838870790552,0.6890239768908847,
0.8008970423574254,0.5541848880923214,
0.732506758241799,0.5670708252086059,
0.8132065044097333,0.6827626762771076,
0.7442132379438123,0.5989659198684434,
0.7092644304270321,0.5703655041109182,
0.5771933680093521,0.5086810120889398,
0.7535669078412942,0.6391817185959449,
0.830779569367318,0.6564335297223649,
0.7197767305100524,0.5846611684506124,
0.2797309858834711,0.5066412700992773,
0.7504422746529706,0.5580941956277464,
0.8951275416248142,0.7431892487187907,
0.5826984245408282,0.3813340107538434,
0.6311091486346775,0.45197085069937476,
0.7416748979553218,0.6197721826057332,
0.7948542071618437,0.47799496531801505,
0.7109250602327136,0.6094212988160664,
0.5785683384440274,0.6043053839833527,
0.7482564016969737,0.6101039579171984,
0.692513661206969,0.5530237698675621,
0.6994050223708629,0.5970885738809074,
0.7299486459998402,0.6021661112471486,
0.7705797667906596,0.615301495635989,
0.7251326313985834,0.6067528307931996,
0.8128501595007571,0.423173456754948,
0.42095766184040984,0.3936175164402586,
0.4186471030949991,0.4046490505835501,
0.8109927788750754,0.6680424700060212,
0.7604932639059622,0.4583522195494759,
0.33555420357071364,0.43237605505476245,
0.6841188401538552,0.5842098431672541,
0.5493138313034536,0.6050786512565599,
0.7606792970664688,0.6293734476717,
0.7429713893163847,0.5925262334309161,
0.7345265415722739,0.5877741993770925,
0.43543149667806724,0.4762452540790406,
0.7677771603740611,0.6167718039366509,
0.3286383923651827,0.5328034625873622,
0.48454756211037164,0.4761530735240103,
0.8755631267562077,0.71779852907014,
0.5560760513112265,0.577177056992584,
0.42242135811757936,0.40870592764528674,
0.71903284122621,0.5745603689845793,
0.6947409647006546,0.59326905541106,
0.681071421456788,0.5894555420686713,
0.7939275810615765,0.6187339220835717,
0.7607262790071363,0.4395242073407864,
0.6706666565689905,0.5178293234971563,
0.40293828751940797,0.33722861622479056,
0.7319942894690405,0.5853061860950565,
0.7760606473888598,0.5035715088489071,
0.5358958645136941,0.7105166721950585,
0.8199602430850818,0.5801247608834641,
0.7157630411583138,0.5727666249104538,
0.7736831079574935,0.6231998588017225,
0.6727025310151689,0.5855937351126008,
0.7809952786760787,0.576241212838269,
0.6811202052404547,0.4978812156768466,
0.743225829180317,0.5997027671043038,
0.7750131577694261,0.5254661254100689,
0.7977749312149274,0.7684486196515582,
0.6756110569074464,0.5446868885287187,
0.7102565077201705,0.5441902293783442,
0.7398810121741779,0.5894473461507529,
0.7350361775564694,0.5843694924922237,
0.7764239212241094,0.6343512930473179,
0.39604835692398077,0.36682084519634695,
0.5855541646377289,0.8112204795787079,
0.35335710371277823,0.5237922097182299,
0.8355487334152187,0.6754323754405684,
0.6911691676618125,0.5624860097245752,
0.659062725409236,0.5557451643739049,
0.8131795778393044,0.5575497872821034,
0.49040830797534407,0.3499176738552533,
0.6888880518998788,0.5692483916552201,
0.8206133109647387,0.6596848449385223,
0.7212143507199992,0.5715016473754051,
0.690770183604627,0.5855502478713135,
0.7455422754888582,0.7270293675442956,H
0.7859708479060263,0.7394563753755764,
0.6596904287872531,0.5039952391407941,
0.73663625109703,0.6309510794807968,
0.761380299709232,0.5735861555318286,
0.6754686370418719,0.5245242917245151,
0.742959065980154,0.595683589224995,
0.706301927861736,0.5658838987757661,
0.7051360399153461,0.5149193919892613,
0.7998004858689771,0.6594780172025398,
0.7444366522809385,0.5295139325547212,
0.5967864580920347,0.7275400679012268,
0.666515294903601,0.6184368649625267,
0.8906807929838019,0.7270509978926553,
0.7309342087963079,0.5582130964711743,
0.4434478191633334,0.4957609635825097,
0.6044498489465897,0.5899740256504373,
0.7398680368621009,0.5817857628247914,
0.471703309605331,0.5118877213406434,
0.6796861017751059,0.5751441474873791,
0.7385589591106665,0.588130665209359,
0.669371151232761,0.43764314524797787,
0.8022734564212907,0.5477608766822852,
0.8482967678604602,0.7073987256735028,
